"cell_chembl_id","cell_description","cell_id","cell_name","cell_source_organism","cell_source_tax_id","cell_source_tissue","cellosaurus_id","cl_lincs_id","clo_id","efo_id"
"CHEMBL3308824","EB-3","1468","EB-3","Homo sapiens","9606","","CVCL_1185","LCL-2032","CLO_0002874",""
"CHEMBL3308162","ECC4","1469","ECC4","Homo sapiens","9606","","CVCL_1190","LCL-1115","",""
"CHEMBL3308163","EHEB","1470","EHEB","Homo sapiens","9606","","CVCL_1194","LCL-1085","CLO_0002899",""
"CHEMBL3308889","EM-2","1471","EM-2","Homo sapiens","9606","","CVCL_1196","LCL-1112","CLO_0002922","EFO_0002176"
"CHEMBL3308164","EW-1","1472","EW-1","Homo sapiens","9606","","CVCL_1208","LCL-1446","",""
"CHEMBL3308521","EW-3","1473","EW-3","Homo sapiens","9606","","CVCL_1216","LCL-1452","",""
"CHEMBL3308165","EW-7","1474","EW-7","Homo sapiens","9606","","CVCL_1217","LCL-1453","",""
"CHEMBL3308166","GB-1","1475","GB-1","Homo sapiens","9606","","CVCL_1227","LCL-1378","",""
"CHEMBL3308825","GCIY","1476","GCIY","Homo sapiens","9606","","CVCL_1228","LCL-1891","",""
"CHEMBL3308167","GI-1","1477","GI-1","Homo sapiens","9606","","CVCL_1231","LCL-1379","",""
"CHEMBL3308168","GOTO","1478","GOTO","Homo sapiens","9606","","CVCL_1234","LCL-1974","",""
"CHEMBL3308522","HC-1","1479","HC-1","Homo sapiens","9606","","CVCL_1243","LCL-1086","CLO_0003627",""
"CHEMBL3308169","K052","1480","K052","Homo sapiens","9606","","CVCL_1321","","",""
"CHEMBL3308170","KS-1","1481","KS-1","Homo sapiens","9606","","CVCL_1343","LCL-1384","",""
"CHEMBL3308171","LP-1","1482","LP-1","Homo sapiens","9606","","CVCL_0012","LCL-2046","CLO_0007379","EFO_0003055"
"CHEMBL3308826","MLMA","1483","MLMA","Homo sapiens","9606","","CVCL_1419","LCL-1091","",""
"CHEMBL3308892","MS-1","1484","MS-1","Homo sapiens","9606","","CVCL_1429","","","EFO_0002836"
"CHEMBL3308172","NB10","1486","NB10","Homo sapiens","9606","","CVCL_1441","LCL-1989","",""
"CHEMBL3308173","NB12","1487","NB12","Homo sapiens","9606","","CVCL_1442","LCL-1990","",""
"CHEMBL3308174","NB13","1488","NB13","Homo sapiens","9606","","CVCL_1443","LCL-1991","",""
"CHEMBL3308827","NB14","1489","NB14","Homo sapiens","9606","","CVCL_1444","LCL-1992","",""
"CHEMBL3308175","NB17","1490","NB17","Homo sapiens","9606","","CVCL_1445","LCL-1994","",""
"CHEMBL3308176","NEC8","1491","NEC8","Homo sapiens","9606","","CVCL_1604","LCL-1900","",""
"CHEMBL3308524","RH-1","1492","RH-1","Homo sapiens","9606","","CVCL_1658","LCL-1456","",""
"CHEMBL3308177","SH-4","1493","SH-4","Homo sapiens","9606","","CVCL_1692","LCL-1280","CLO_0009006",""
"CHEMBL3308828","SIMA","1494","SIMA","Homo sapiens","9606","","CVCL_1695","LCL-1979","CLO_0009018",""
"CHEMBL3308178","TE-1","1495","TE-1","Homo sapiens","9606","","CVCL_1759","LCL-1564","",""
"CHEMBL3308179","TE-5","1496","TE-5","Homo sapiens","9606","","CVCL_1764","LCL-1569","",""
"CHEMBL3308180","TE-6","1497","TE-6","Homo sapiens","9606","","CVCL_1765","LCL-1570","",""
"CHEMBL3308525","TE-8","1498","TE-8","Homo sapiens","9606","","CVCL_1766","LCL-1571","",""
"CHEMBL3308181","TE-9","1499","TE-9","Homo sapiens","9606","","CVCL_1767","LCL-1572","",""
"CHEMBL3308182","A101D","1500","A101D","Homo sapiens","9606","","CVCL_1057","LCL-1267","CLO_0001551","EFO_0002100"
"CHEMBL3308829","AM-38","1501","AM-38","Homo sapiens","9606","","CVCL_1070","LCL-1366","",""
"CHEMBL3308183","ATN-1","1502","ATN-1","Homo sapiens","9606","","CVCL_1073","LCL-1025","",""
"CHEMBL3308184","BE-13","1503","BE-13","Homo sapiens","9606","","CVCL_1081","LCL-1044","CLO_0001921",""
"CHEMBL3308526","BL-41","1504","BL-41","Homo sapiens","9606","","CVCL_1087","LCL-2028","CLO_0001987",""
"CHEMBL3308185","BL-70","1505","BL-70","Homo sapiens","9606","","CVCL_1088","LCL-2016","CLO_0001988",""
"CHEMBL3308186","BPH-1","1506","BPH-1","Homo sapiens","9606","","CVCL_1091","","CLO_0002022",""
"CHEMBL3308187","CAS-1","1507","CAS-1","Homo sapiens","9606","","CVCL_1117","LCL-1369","CLO_0002200",""
"CHEMBL3308830","CPC-N","1508","CPC-N","Homo sapiens","9606","","CVCL_1146","LCL-1829","CLO_0002602",""
"CHEMBL3308188","CTB-1","1509","CTB-1","Homo sapiens","9606","","CVCL_1149","LCL-1118","",""
"CHEMBL3308189","CTV-1","1510","CTV-1","Homo sapiens","9606","","CVCL_1150","LCL-1013","CLO_0002638",""
"CHEMBL3308527","DG-75","1511","DG-75","Homo sapiens","9606","","CVCL_0244","LCL-2019","CLO_0002767",""
"CHEMBL3308190","DJM-1","1512","DJM-1","Homo sapiens","9606","","CVCL_1172","LCL-1405","",""
"CHEMBL3308191","ECC10","1513","ECC10","Homo sapiens","9606","","CVCL_1188","LCL-1897","",""
"CHEMBL3308192","ECC12","1514","ECC12","Homo sapiens","9606","","CVCL_1189","LCL-1898","",""
"CHEMBL3308831","ETK-1","1515","ETK-1","Homo sapiens","9606","","CVCL_1206","LCL-1789","",""
"CHEMBL3308193","EW-11","1516","EW-11","Homo sapiens","9606","","CVCL_1209","LCL-1447","",""
"CHEMBL3308528","EW-12","1517","EW-12","Homo sapiens","9606","","CVCL_1210","","",""
"CHEMBL3308194","EW-13","1518","EW-13","Homo sapiens","9606","","CVCL_1211","LCL-1448","",""
"CHEMBL3308195","EW-16","1519","EW-16","Homo sapiens","9606","","CVCL_1212","LCL-1449","",""
"CHEMBL3308832","EW-18","1520","EW-18","Homo sapiens","9606","","CVCL_1213","LCL-1450","",""
"CHEMBL3308196","EW-22","1521","EW-22","Homo sapiens","9606","","CVCL_1214","","",""
"CHEMBL3308197","EW-24","1522","EW-24","Homo sapiens","9606","","CVCL_1215","LCL-1451","",""
"CHEMBL3308198","GDM-1","1523","GDM-1","Homo sapiens","9606","","CVCL_1230","LCL-1052","CLO_0003467","EFO_0002183"
"CHEMBL3308529","GR-ST","1524","GR-ST","Homo sapiens","9606","","CVCL_1236","LCL-1045","",""
"CHEMBL3308199","HCE-4","1525","HCE-4","Homo sapiens","9606","","CVCL_1271","LCL-1563","",""
"CHEMBL3308200","HCE-T","1526","HCE-T","Homo sapiens","9606","","CVCL_1272","LCL-1047","",""
"CHEMBL3308833","IA-LM","1527","IA-LM","Homo sapiens","9606","","CVCL_1302","LCL-1778","",""
"CHEMBL3308201","IMR-5","1528","IMR-5","Homo sapiens","9606","","CVCL_1306","LCL-1984","CLO_0006950",""
"CHEMBL3308202","JEG-3","1529","JEG-3","Homo sapiens","9606","","CVCL_0363","LCL-1492","CLO_0007017",""
"CHEMBL3308530","JVM-2","1530","JVM-2","Homo sapiens","9606","","CVCL_1319","LCL-1099","CLO_0007047",""
"CHEMBL3308203","JVM-3","1531","JVM-3","Homo sapiens","9606","","CVCL_1320","LCL-1100","CLO_0007048",""
"CHEMBL3308872","KE-37","1532","KE-37","Homo sapiens","9606","","CVCL_1327","LCL-1016","CLO_0007089",""
"CHEMBL3308204","KM-H2","1533","KM-H2","Homo sapiens","9606","","CVCL_1330","LCL-2009","CLO_0007112",""
"CHEMBL3308834","KY821","1534","KY821","Homo sapiens","9606","","CVCL_1346","LCL-1004","",""
"CHEMBL3308205","L-363","1535","L-363","Homo sapiens","9606","","CVCL_1357","LCL-2045","CLO_0007186",""
"CHEMBL3308873","L-428","1536","L-428","Homo sapiens","9606","","CVCL_1361","LCL-2011","CLO_0007189",""
"CHEMBL3308531","L-540","1537","L-540","Homo sapiens","9606","","CVCL_1362","LCL-2012","CLO_0007201",""
"CHEMBL3308206","LAN-6","1538","LAN-6","Homo sapiens","9606","","CVCL_1363","LCL-1988","",""
"CHEMBL3308207","LC-1F","1539","LC-1F","Homo sapiens","9606","","CVCL_1372","LCL-1595","","EFO_0002827"
"CHEMBL3308835","LC4-1","1540","LC4-1","Homo sapiens","9606","","CVCL_1374","LCL-1037","",""
"CHEMBL3308208","LOUCY","1541","LOUCY","Homo sapiens","9606","","CVCL_1380","LCL-1017","CLO_0007375",""
"CHEMBL3308210","MC116","1543","MC116","Homo sapiens","9606","","CVCL_1399","LCL-1946","CLO_0007578","EFO_0002228"
"CHEMBL3308532","MN-60","1544","MN-60","Homo sapiens","9606","","CVCL_1421","LCL-1010","CLO_0007808",""
"CHEMBL3308211","NH-12","1545","NH-12","Homo sapiens","9606","","CVCL_1605","LCL-1978","",""
"CHEMBL3308212","NKM-1","1546","NKM-1","Homo sapiens","9606","","CVCL_1607","LCL-1073","",""
"CHEMBL3308836","NOS-1","1547","NOS-1","Homo sapiens","9606","","CVCL_1610","LCL-1432","",""
"CHEMBL3308213","OMC-1","1548","OMC-1","Homo sapiens","9606","","CVCL_1623","LCL-1546","",""
"CHEMBL3308883","OPM-2","1549","OPM-2","Homo sapiens","9606","","CVCL_1625","LCL-2048","CLO_0008269",""
"CHEMBL3308533","RH-18","1550","RH-18","Homo sapiens","9606","","CVCL_1659","","",""
"CHEMBL3308214","SBC-1","1551","SBC-1","Homo sapiens","9606","","CVCL_1676","LCL-1865","",""
"CHEMBL3308215","SCC-3","1552","SCC-3","Homo sapiens","9606","","CVCL_1683","LCL-1128","",""
"CHEMBL3308216","SKM-1","1553","SKM-1","Homo sapiens","9606","","CVCL_0098","","",""
"CHEMBL3308887","ST486","1554","ST486","Homo sapiens","9606","","CVCL_1712","LCL-2026","CLO_0009143","EFO_0002353"
"CHEMBL3308217","SW684","1555","SW684","Homo sapiens","9606","","CVCL_1726","LCL-1490","","EFO_0002369"
"CHEMBL3308837","SW872","1556","SW872","Homo sapiens","9606","","CVCL_1730","LCL-1459","","EFO_0002373"
"CHEMBL3308534","SW982","1557","SW982","Homo sapiens","9606","","CVCL_1734","LCL-1880","","EFO_0002378"
"CHEMBL3308218","TE-10","1558","TE-10","Homo sapiens","9606","","CVCL_1760","LCL-1565","",""
"CHEMBL3308219","TE-11","1559","TE-11","Homo sapiens","9606","","CVCL_1761","LCL-1566","",""
"CHEMBL3308220","TE-12","1560","TE-12","Homo sapiens","9606","","CVCL_1762","LCL-1567","",""
"CHEMBL3308221","TE-15","1561","TE-15","Homo sapiens","9606","","CVCL_1763","LCL-1568","",""
"CHEMBL3308222","TI-73","1562","TI-73","Homo sapiens","9606","","CVCL_3605","","",""
"CHEMBL3308535","U-266","1563","U-266","Homo sapiens","9606","","CVCL_0566","","CLO_0009457",""
"CHEMBL3308223","YH-13","1564","YH-13","Homo sapiens","9606","","CVCL_1795","LCL-1392","",""
"CHEMBL3308838","no-10","1565","no-10","Homo sapiens","9606","","CVCL_3075","LCL-1386","",""
"CHEMBL3308224","no-11","1566","no-11","Homo sapiens","9606","","CVCL_3076","LCL-1387","",""
"CHEMBL3308225","A3-KAW","1567","A3-KAW","Homo sapiens","9606","","CVCL_1062","","",""
"CHEMBL3308226","A4-Fuk","1568","A4-Fuk","Homo sapiens","9606","","CVCL_1064","LCL-1268","",""
"CHEMBL3308227","ALL-PO","1569","ALL-PO","Homo sapiens","9606","","CVCL_1069","LCL-1043","CLO_0001705",""
"CHEMBL3308536","ARH-77","1570","ARH-77","Homo sapiens","9606","Leukaemia","CVCL_1072","LCL-2041","CLO_0001744",""
"CHEMBL3308839","BALL-1","1571","BALL-1","Homo sapiens","9606","","CVCL_1075","LCL-1005","",""
"CHEMBL3308228","BV-173","1572","BV-173","Homo sapiens","9606","","CVCL_0181","LCL-1111","CLO_0002052",""
"CHEMBL3308229","Becker","1573","Becker","Homo sapiens","9606","","CVCL_1093","LCL-1368","",""
"CHEMBL3308230","C-33-A","1574","C-33-A","Homo sapiens","9606","","CVCL_1094","","CLO_0002115","EFO_0002120"
"CHEMBL3308231","C2BBe1","1575","C2BBe1","Homo sapiens","9606","","CVCL_1096","LCL-1296","CLO_0002108",""
"CHEMBL3308232","Caov-4","1576","Caov-4","Homo sapiens","9606","","CVCL_0202","LCL-1520","CLO_0002196",""
"CHEMBL3308537","DOHH-2","1577","DOHH-2","Homo sapiens","9606","","CVCL_1179","LCL-1143","",""
"CHEMBL3308840","GT3TKB","1578","GT3TKB","Homo sapiens","9606","","CVCL_1237","LCL-1895","",""
"CHEMBL3308233","HAL-01","1579","HAL-01","Homo sapiens","9606","","CVCL_1242","LCL-1046","",""
"CHEMBL3308234","HDLM-2","1580","HDLM-2","Homo sapiens","9606","","CVCL_0009","LCL-2007","CLO_0003671",""
"CHEMBL3308870","HT-144","1581","HT-144","Homo sapiens","9606","","CVCL_0318","LCL-1273","CLO_0004280",""
"CHEMBL3308235","KALS-1","1582","KALS-1","Homo sapiens","9606","","CVCL_1323","LCL-1380","",""
"CHEMBL3308236","KMOE-2","1583","KMOE-2","Homo sapiens","9606","","CVCL_1332","LCL-1058","CLO_0007114",""
"CHEMBL3308538","KNS-42","1584","KNS-42","Homo sapiens","9606","","CVCL_0378","LCL-1382","",""
"CHEMBL3308237","KNS-62","1585","KNS-62","Homo sapiens","9606","","CVCL_1335","","",""
"CHEMBL3308874","LS-123","1586","LS-123","Homo sapiens","9606","","CVCL_1383","LCL-1193","CLO_0007392",""
"CHEMBL3308841","LS-513","1587","LS-513","Homo sapiens","9606","","CVCL_1386","LCL-1338","",""
"CHEMBL3308238","LU-139","1588","LU-139","Homo sapiens","9606","","CVCL_1390","LCL-1872","",""
"CHEMBL3308239","LU-165","1589","LU-165","Homo sapiens","9606","","CVCL_1391","LCL-1873","",""
"CHEMBL3308240","MC-CAR","1590","MC-CAR","Homo sapiens","9606","","CVCL_1397","","CLO_0007575",""
"CHEMBL3308539","MEG-01","1591","MEG-01","Homo sapiens","9606","","CVCL_0425","LCL-1110","CLO_0007668",""
"CHEMBL3308241","MPP-89","1592","MPP-89","Homo sapiens","9606","","CVCL_1427","LCL-1229","CLO_0007858",""
"CHEMBL3308242","MZ1-PC","1593","MZ1-PC","Homo sapiens","9606","","CVCL_1434","LCL-1795","",""
"CHEMBL3308842","NMC-G1","1594","NMC-G1","Homo sapiens","9606","","CVCL_1608","LCL-1385","",""
"CHEMBL3308243","NOMO-1","1595","NOMO-1","Homo sapiens","9606","","CVCL_1609","LCL-1074","",""
"CHEMBL3308244","OC-314","1596","OC-314","Homo sapiens","9606","","CVCL_1616","LCL-1516","CLO_0008231",""
"CHEMBL3308245","OCUB-M","1597","OCUB-M","Homo sapiens","9606","","CVCL_1621","LCL-1489","",""
"CHEMBL3308540","ONS-76","1598","ONS-76","Homo sapiens","9606","","CVCL_1624","LCL-1578","",""
"CHEMBL3308246","PF-382","1599","PF-382","Homo sapiens","9606","","CVCL_1641","LCL-1021","CLO_0008421",""
"CHEMBL3308843","RL95-2","1600","RL95-2","Homo sapiens","9606","","CVCL_0505","LCL-1506","CLO_0008830",""
"CHEMBL3308247","RS4-11","1601","RS4-11","Homo sapiens","9606","","CVCL_0093","","",""
"CHEMBL3308248","SIG-M5","1602","SIG-M5","Homo sapiens","9606","","CVCL_1694","LCL-1071","CLO_0009016",""
"CHEMBL3308885","SJSA-1","1603","SJSA-1","Homo sapiens","9606","Astrocytoma cells","CVCL_1697","LCL-1433","CLO_0009031","EFO_0002330"
"CHEMBL3308249","SNU-C1","1604","SNU-C1","Homo sapiens","9606","","CVCL_1708","LCL-1194","CLO_0009103",""
"CHEMBL3308541","TALL-1","1605","TALL-1","Homo sapiens","9606","","CVCL_1736","LCL-1024","",""
"CHEMBL3308250","TC-YIK","1606","TC-YIK","Homo sapiens","9606","","CVCL_1737","","",""
"CHEMBL3308251","8-MG-BA","1607","8-MG-BA","Homo sapiens","9606","","CVCL_1052","LCL-1365","CLO_0001523",""
"CHEMBL3308252","CHP-126","1608","CHP-126","Homo sapiens","9606","","CVCL_1123","LCL-1973","CLO_0002472",""
"CHEMBL3308253","CHP-134","1609","CHP-134","Homo sapiens","9606","","CVCL_1124","","",""
"CHEMBL3308865","COR-L88","1610","COR-L88","Homo sapiens","9606","","CVCL_1141","LCL-1827","CLO_0002594",""
"CHEMBL3308254","CRO-AP2","1611","CRO-AP2","Homo sapiens","9606","","CVCL_1147","","CLO_0002617",""
"CHEMBL3308542","D-247MG","1612","D-247MG","Homo sapiens","9606","","CVCL_1153","LCL-1370","",""
"CHEMBL3308255","D-263MG","1613","D-263MG","Homo sapiens","9606","","CVCL_1154","LCL-1371","",""
"CHEMBL3308844","D-336MG","1614","D-336MG","Homo sapiens","9606","","CVCL_1156","LCL-1372","",""
"CHEMBL3308256","D-392MG","1615","D-392MG","Homo sapiens","9606","","CVCL_1158","LCL-1373","",""
"CHEMBL3308257","D-423MG","1616","D-423MG","Homo sapiens","9606","","CVCL_1160","LCL-1374","",""
"CHEMBL3308258","D-502MG","1617","D-502MG","Homo sapiens","9606","","CVCL_1162","LCL-1375","",""
"CHEMBL3308259","D-542MG","1618","D-542MG","Homo sapiens","9606","","CVCL_1164","LCL-1376","",""
"CHEMBL3308543","D-566MG","1619","D-566MG","Homo sapiens","9606","","CVCL_1166","LCL-1377","",""
"CHEMBL3308260","DMS-153","1620","DMS-153","Homo sapiens","9606","","CVCL_1175","","CLO_0002796",""
"CHEMBL3308261","DU-4475","1621","DU-4475","Homo sapiens","9606","","CVCL_1183","","",""
"CHEMBL3308868","GI-ME-N","1622","GI-ME-N","Homo sapiens","9606","","CVCL_1232","LCL-1983","CLO_0003494",""
"CHEMBL3308845","HCC1187","1623","HCC1187","Homo sapiens","9606","","CVCL_1247","LCL-1324","CLO_0003632","EFO_0001170"
"CHEMBL3308262","HCC1599","1624","HCC1599","Homo sapiens","9606","","CVCL_1256","LCL-1326","CLO_0003641","EFO_0002186"
"CHEMBL3308891","HCC2157","1625","HCC2157","Homo sapiens","9606","","CVCL_1261","LCL-1327","CLO_0003650","EFO_0001177"
"CHEMBL3308869","HCC2218","1626","HCC2218","Homo sapiens","9606","","CVCL_1263","LCL-1328","CLO_0003652","EFO_0002187"
"CHEMBL3308544","HD-MY-Z","1627","HD-MY-Z","Homo sapiens","9606","","CVCL_1273","LCL-2008","CLO_0003672",""
"CHEMBL3308263","IST-SL1","1628","IST-SL1","Homo sapiens","9606","","CVCL_1313","LCL-1868","CLO_0006974",""
"CHEMBL3308871","IST-SL2","1629","IST-SL2","Homo sapiens","9606","","CVCL_1314","LCL-1869","CLO_0006975",""
"CHEMBL3308264","KINGS-1","1630","KINGS-1","Homo sapiens","9606","","CVCL_1328","LCL-1381","",""
"CHEMBL3308265","KP-N-YN","1631","KP-N-YN","Homo sapiens","9606","","CVCL_1341","LCL-1985","",""
"CHEMBL3308266","KP-N-YS","1632","KP-N-YS","Homo sapiens","9606","","CVCL_1342","LCL-1986","",""
"CHEMBL3308267","LAMA-84","1633","LAMA-84","Homo sapiens","9606","","CVCL_0388","LCL-1109","CLO_0007238",""
"CHEMBL3308545","LC-2-ad","1634","LC-2-ad","Homo sapiens","9606","","CVCL_1373","LCL-1667","","EFO_0003140"
"CHEMBL3308846","LS-1034","1635","LS-1034","Homo sapiens","9606","","CVCL_1382","LCL-1336","",""
"CHEMBL3308268","LS-411N","1636","LS-411N","Homo sapiens","9606","","CVCL_1385","LCL-1337","",""
"CHEMBL3308269","MFH-ino","1637","MFH-ino","Homo sapiens","9606","","CVCL_1407","LCL-1753","",""
"CHEMBL3308270","MMAC-SF","1638","MMAC-SF","Homo sapiens","9606","","CVCL_1420","LCL-1277","",""
"CHEMBL3308875","MOLT-13","1639","MOLT-13","Homo sapiens","9606","","CVCL_1422","","CLO_0007820",""
"CHEMBL3308271","MOLT-16","1640","MOLT-16","Homo sapiens","9606","","CVCL_1424","LCL-1018","CLO_0007822",""
"CHEMBL3308272","MZ2-MEL","1641","MZ2-MEL","Homo sapiens","9606","","CVCL_1435","LCL-1278","",""
"CHEMBL3308546","MZ7-mel","1642","MZ7-mel","Homo sapiens","9606","","CVCL_1436","LCL-1279","",""
"CHEMBL3308847","NBsusSR","1643","NBsusSR","Homo sapiens","9606","","CVCL_1450","LCL-1998","",""
"CHEMBL3308273","NCI-H64","1644","NCI-H64","Homo sapiens","9606","","CVCL_1573","LCL-1874","",""
"CHEMBL3308882","NCI-H82","1645","NCI-H82","Homo sapiens","9606","","CVCL_1591","LCL-1862","CLO_0008118","EFO_0002306"
"CHEMBL3308274","OS-RC-2","1646","OS-RC-2","Homo sapiens","9606","","CVCL_1626","LCL-1768","",""
"CHEMBL3308275","P30-OHK","1647","P30-OHK","Homo sapiens","9606","","CVCL_1631","","",""
"CHEMBL3308276","P31-FUJ","1648","P31-FUJ","Homo sapiens","9606","","CVCL_1632","","",""
"CHEMBL3308547","SK-MG-1","1649","SK-MG-1","Homo sapiens","9606","","CVCL_1698","LCL-1391","",""
"CHEMBL3308277","SK-MM-2","1650","SK-MM-2","Homo sapiens","9606","","CVCL_1699","LCL-2051","CLO_0009050","EFO_0005458"
"CHEMBL3308278","SK-N-FI","1651","SK-N-FI","Homo sapiens","9606","","CVCL_1702","LCL-1981","CLO_0009057",""
"CHEMBL3308848","SK-UT-1","1652","SK-UT-1","Homo sapiens","9606","","CVCL_0533","LCL-1508","CLO_0009065",""
"CHEMBL3308279","SNU-C2B","1653","SNU-C2B","Homo sapiens","9606","","CVCL_1710","LCL-1341","CLO_0009105",""
"CHEMBL3308280","U-698-M","1654","U-698-M","Homo sapiens","9606","","CVCL_0017","LCL-1008","CLO_0009462",""
"CHEMBL3308281","WSU-NHL","1655","WSU-NHL","Homo sapiens","9606","","CVCL_1793","LCL-1955","CLO_0009636",""
"CHEMBL3308548","BB30-HNC","1656","BB30-HNC","Homo sapiens","9606","","CVCL_1076","LCL-1573","",""
"CHEMBL3308282","BB49-HNC","1657","BB49-HNC","Homo sapiens","9606","","CVCL_1077","LCL-1574","",""
"CHEMBL3308283","BB65-RCC","1658","BB65-RCC","Homo sapiens","9606","","CVCL_1078","LCL-1763","",""
"CHEMBL3308849","CGTH-W-1","1659","CGTH-W-1","Homo sapiens","9606","","CVCL_1120","LCL-1691","CLO_0002406",""
"CHEMBL3308864","COLO-668","1660","COLO-668","Homo sapiens","9606","","CVCL_1128","LCL-1867","CLO_0002549",""
"CHEMBL3308284","COLO-684","1661","COLO-684","Homo sapiens","9606","","CVCL_1132","","CLO_0002552",""
"CHEMBL3308285","COLO-800","1662","COLO-800","Homo sapiens","9606","","CVCL_1135","LCL-1233","CLO_0002561",""
"CHEMBL3308286","COLO-829","1663","COLO-829","Homo sapiens","9606","","CVCL_1137","LCL-1269","CLO_0002563","EFO_0002140"
"CHEMBL3308549","COR-L279","1664","COR-L279","Homo sapiens","9606","","CVCL_1140","LCL-1825","CLO_0002589",""
"CHEMBL3308287","CP66-MEL","1665","CP66-MEL","Homo sapiens","9606","","CVCL_1144","LCL-1271","",""
"CHEMBL3308288","CP67-MEL","1666","CP67-MEL","Homo sapiens","9606","","CVCL_1145","","",""
"CHEMBL3308289","EC-GI-10","1667","EC-GI-10","Homo sapiens","9606","","CVCL_1187","LCL-1151","",""
"CHEMBL3308290","IST-MEL1","1668","IST-MEL1","Homo sapiens","9606","","CVCL_1308","LCL-1234","CLO_0006969",""
"CHEMBL3308291","IST-MES1","1669","IST-MES1","Homo sapiens","9606","","CVCL_1311","LCL-1228","CLO_0006972",""
"CHEMBL3308292","LU-134-A","1671","LU-134-A","Homo sapiens","9606","","CVCL_1387","LCL-1871","",""
"CHEMBL3308550","MRK-nu-1","1672","MRK-nu-1","Homo sapiens","9606","","CVCL_1428","LCL-1487","",""
"CHEMBL3308878","NCI-H187","1673","NCI-H187","Homo sapiens","9606","","CVCL_1501","LCL-1843","CLO_0008025","EFO_0002269"
"CHEMBL3308293","NCI-H209","1674","NCI-H209","Homo sapiens","9606","","CVCL_1525","LCL-1847","CLO_0008049",""
"CHEMBL3308294","NCI-H250","1675","NCI-H250","Homo sapiens","9606","","CVCL_1554","","CLO_0008078",""
"CHEMBL3308295","NCI-H378","1676","NCI-H378","Homo sapiens","9606","","CVCL_1560","","CLO_0008086",""
"CHEMBL3308296","NCI-H524","1677","NCI-H524","Homo sapiens","9606","","CVCL_1568","LCL-1857","CLO_0008095","EFO_0002296"
"CHEMBL3308881","NCI-H526","1678","NCI-H526","Homo sapiens","9606","","CVCL_1569","LCL-1858","CLO_0008096",""
"CHEMBL3308297","NCI-H716","1679","NCI-H716","Homo sapiens","9606","","CVCL_1581","LCL-1339","CLO_0008108","EFO_0002301"
"CHEMBL3308551","NCI-H719","1680","NCI-H719","Homo sapiens","9606","","CVCL_1582","LCL-1860","CLO_0008109",""
"CHEMBL3308851","NCI-H720","1681","NCI-H720","Homo sapiens","9606","","CVCL_1583","LCL-1155","CLO_0008110","EFO_0002302"
"CHEMBL3308895","NCI-H747","1682","NCI-H747","Homo sapiens","9606","","CVCL_1587","LCL-1340","CLO_0008114","EFO_0002303"
"CHEMBL3308298","NCI-H748","1683","NCI-H748","Homo sapiens","9606","","CVCL_1588","LCL-1861","CLO_0008115","EFO_0002304"
"CHEMBL3308299","NCI-H889","1684","NCI-H889","Homo sapiens","9606","","CVCL_1598","LCL-1864","CLO_0008125",""
"CHEMBL3308300","OCI-AML2","1685","OCI-AML2","Homo sapiens","9606","","CVCL_1619","LCL-1065","CLO_0008235",""
"CHEMBL3308301","QIMR-WIL","1686","QIMR-WIL","Homo sapiens","9606","","CVCL_1645","LCL-1075","CLO_0008680",""
"CHEMBL3308302","RCC10RGB","1687","RCC10RGB","Homo sapiens","9606","","CVCL_1647","LCL-1769","",""
"CHEMBL3308552","SK-LMS-1","1688","SK-LMS-1","Homo sapiens","9606","","CVCL_0628","LCL-1286","CLO_0009038",""
"CHEMBL3308886","SK-PN-DW","1689","SK-PN-DW","Homo sapiens","9606","","CVCL_1703","LCL-1048","CLO_0009064",""
"CHEMBL3308303","SU-DHL-1","1690","SU-DHL-1","Homo sapiens","9606","","CVCL_0538","LCL-1918","CLO_0009160","EFO_0005461"
"CHEMBL3308304","TE-441-T","1691","TE-441-T","Homo sapiens","9606","","CVCL_1754","LCL-1413","",""
"CHEMBL3308852","TGBC1TKB","1692","TGBC1TKB","Homo sapiens","9606","","CVCL_1769","LCL-1343","",""
"CHEMBL3308888","VA-ES-BJ","1693","VA-ES-BJ","Homo sapiens","9606","","CVCL_1785","LCL-1945","CLO_0009509",""
"CHEMBL3308305","KARPAS-45","1694","KARPAS-45","Homo sapiens","9606","","CVCL_1326","LCL-1015","CLO_0007067",""
"CHEMBL3308553","KMS-12-PE","1695","KMS-12-PE","Homo sapiens","9606","","CVCL_1333","LCL-2044","",""
"CHEMBL3308306","KNS-81-FD","1696","KNS-81-FD","Homo sapiens","9606","","CVCL_1336","LCL-1383","",""
"CHEMBL3308307","KURAMOCHI","1697","KURAMOCHI","Homo sapiens","9606","","CVCL_1345","LCL-1701","",""
"CHEMBL3308308","LB771-HNC","1698","LB771-HNC","Homo sapiens","9606","","CVCL_1369","LCL-1575","",""
"CHEMBL3308853","LB831-BLC","1699","LB831-BLC","Homo sapiens","9606","","CVCL_1370","LCL-1707","",""
"CHEMBL3308309","LB996-RCC","1700","LB996-RCC","Homo sapiens","9606","","CVCL_1371","LCL-1767","",""
