"cell_chembl_id","cell_description","cell_id","cell_name","cell_source_organism","cell_source_tax_id","cell_source_tissue","cellosaurus_id","cl_lincs_id","clo_id","efo_id"
"CHEMBL3307824","Human ovarian carcinoma cell line","874","Human ovarian carcinoma cell line","","","","","","",""
"CHEMBL3307825","N592","876","N592","","","","CVCL_A590","","",""
"CHEMBL3307826","SK-ES1","877","SK-ES1","","","","CVCL_0627","","CLO_0009036","EFO_0002858"
"CHEMBL3307827","Human squamous carcinoma cell line","878","Human squamous carcinoma cell line","","","","","","",""
"CHEMBL3307828","ST-KM-1","879","ST-KM-1","","","","CVCL_M569","","",""
"CHEMBL3307829","Human Tumor Cell lines","880","Human Tumor Cell lines","","","","","","",""
"CHEMBL3307830","Human tumour cell line","881","Human tumour cell line","","","","","","",""
"CHEMBL3307832","HXO-RB44 cell line","884","HXO-RB44 cell line","","","","CVCL_D542","","",""
"CHEMBL3308435","IGR-37 cell line","887","IGR-37 cell line","","","","CVCL_2075","","CLO_0006670",""
"CHEMBL3307833","ISF-539 cell line","888","ISF-539","","","","","","",""
"CHEMBL3307834","JAM cell line","889","JAM cell line","","","","CVCL_D239","","",""
"CHEMBL3307835","Kasumi 1 cell line","890","Kasumi 1","","","","CVCL_0589","","CLO_0007069",""
"CHEMBL3307836","KB VCR R","894","KB VCR R","","","","","","",""
"CHEMBL3307837","KBALB-STK cell line","895","KBALB-STK","","","","","","",""
"CHEMBL3307838","KBM-3/DOX cell line","896","KBM-3/DOX cell line","","","","CVCL_H688","","",""
"CHEMBL3307839","KKLS cell line","897","KKLS","","","","CVCL_1B37","","",""
"CHEMBL3308504","KU812 cell line","898","KU812 cell line","","","","CVCL_0379","","CLO_0007125","EFO_0002222"
"CHEMBL3307840","KYSE-150 cell line","899","KYSE-150 cell line","","","","CVCL_1348","","CLO_0007129",""
"CHEMBL3307841","L1210 (1565)","900","L1210 (1565)","","","","","","",""
"CHEMBL3308436","Laryngeal epithelioma cell line","901","Laryngeal epithelioma cell line","","","","","","",""
"CHEMBL3307842","LC-06 cell lines","902","LC-06 cell lines","","","","","","",""
"CHEMBL3307843","Human renal cancer cell line","903","Human renal cancer cell line","","","","","","",""
"CHEMBL3307844","HUVE cell line","904","HUVE","","","","","","",""
"CHEMBL3308400","IA-XsSBR cell line","905","IA-XsSBR cell line","","","","CVCL_3528","","CLO_0004328",""
"CHEMBL3307845","KAT-4 cell line","906","KAT-4 cell line","","","","CVCL_6304","","",""
"CHEMBL3307846","KBALB cell line","907","KBALB cell line","","","","CVCL_4350","","CLO_0007078",""
"CHEMBL3307847","KBM-3 cell line","908","KBM-3 cell line","","","","CVCL_A425","","",""
"CHEMBL3308390","KYSE-70 cell line","910","KYSE-70 cell line","","","","CVCL_1356","","CLO_0007137",""
"CHEMBL3307848","LCLC cell line","911","LCLC","","","","","","",""
"CHEMBL3307849","Leukemia 60 cell line","912","Leukemia 60 cell line","","","","","","",""
"CHEMBL3307850","Lung NSCLC-N6 cell-line","914","Lung NSCLC-N6 cell-line","","","","CVCL_H623","","",""
"CHEMBL3307851","LXFL 529/11 cell line","915","LXFL 529/11","","","","","","",""
"CHEMBL3308437","LY3.7.2C TK-/- cell lines","916","LY3.7.2C TK-/- cell lines","","","","","","",""
"CHEMBL3307852","Medulloblastoma tumour cell line","918","Medulloblastoma tumour cell line","","","","","","",""
"CHEMBL3307853","LCLC-103H cell line","919","LCLC-103H cell line","","","","CVCL_1375","","CLO_0007282",""
"CHEMBL3307854","LDV-7 cell line","920","LDV-7 cell line","","","","CVCL_D268","","",""
"CHEMBL3307855","Leukaemia cancer cell line","921","Leukaemia cancer cell line","","","","","","",""
"CHEMBL3307856","leukaemia cell line","922","leukaemia cell line","","","","","","",""
"CHEMBL3307857","Leukemic cell line","925","Leukemic cell line","","","","","","",""
"CHEMBL3307858","Leukemic tumor cell line","926","Leukemic tumor cell line","","","","","","",""
"CHEMBL3307859","Lewis lung carcinoma cell line","928","Lewis lung carcinoma cell line","","","","CVCL_4358","","CLO_0007325",""
"CHEMBL3307860","LL cell line","931","LL","","","","","","",""
"CHEMBL3307861","LLTC cell line","933","LLTC cell line","","","","CVCL_H948","","",""
"CHEMBL3307862","LMM3 cell line","934","LMM3 cell line","","","","CVCL_D270","","",""
"CHEMBL3307863","LT12 tumor cell line","935","LT12 tumor cell line","","","","CVCL_D271","","",""
"CHEMBL3307864","NCI-H520","936","NCI-H520","","","","CVCL_1566","","CLO_0008093","EFO_0003124"
"CHEMBL3307865","PC-13","937","PC-13","","","","CVCL_B259","","",""
"CHEMBL3307866","PC-8","938","PC-8","","","","","","",""
"CHEMBL3307867","PC-9","939","PC-9","","","","CVCL_B260","","","EFO_0002847"
"CHEMBL3307868","Lung cancer cell line","940","Lung cancer cell line","","","","","","",""
"CHEMBL3307869","Lung cancer tumor cell line","941","Lung cancer tumor cell line","","","","","","",""
"CHEMBL3308438","Lung carcinoma cell line","942","Lung carcinoma cell line","","","","","","",""
"CHEMBL3307870","Lvec cell line","943","Lvec","","","","","","",""
"CHEMBL3307871","LXF-289 cell line","944","LXF-289 cell line","","","","CVCL_1394","","CLO_0007424",""
"CHEMBL3307872","LXFL 529/ LXFS 538 cell line","945","LXFL 529/ LXFS 538","","","","","","",""
"CHEMBL3307873","LXFS538 cell line","947","LXFS538","","","","","","",""
"CHEMBL3307875","Lymphoma cell line","949","Lymphoma cell line","","","","","","",""
"CHEMBL3307876","M cell line","950","M","","","","","","",""
"CHEMBL3308439","M-19 cell line","951","M-19","","","","","","",""
"CHEMBL3307877","M2R cell line","952","M2R","","","","","","",""
"CHEMBL3307878","MAC26","954","MAC26","","","","CVCL_S002","","",""
"CHEMBL3307879","MDA-MB-4 cell line","955","MDA-MB-4","","","","","","",""
"CHEMBL3307880","UACC-375","956","UACC-375","","","","CVCL_M457","","",""
"CHEMBL3308440","PMC","957","PMC","","","","","","",""
"CHEMBL3307881","CD-4+ (A 3.01) cell line","958","CD-4+ (A 3.01)","","","","","","",""
"CHEMBL3308441","CRL-7065 cell line","959","CRL-7065 cell line","","","","CVCL_1041","","CLO_0004248",""
"CHEMBL3307882","D3F cell line","961","D3F","","","","","","",""
"CHEMBL3307883","EBV-positive nasopharyngealcell lines","962","EBV-positive nasopharyngealcell lines","","","","","","",""
"CHEMBL3307884","Erythroleukemia cell line","963","Erythroleukemia cell line","","","","","","",""
"CHEMBL3307885","FME cell line","964","FME","","","","","","",""
"CHEMBL3307886","GC3/MTK- cell line","965","GC3/MTK-","","","","CVCL_1B33","","",""
"CHEMBL3307887","GLIOMA#112 cell line","966","GLIOMA#112","","","","","","",""
"CHEMBL3307888","NCI-H125","967","NCI-H125","","","","CVCL_3968","","","EFO_0003116"
"CHEMBL3307889","H938 cell line","968","H938 cell line","","","","CVCL_D536","","",""
"CHEMBL3307890","HEF cell line","969","HEF","","","","","","",""
"CHEMBL3307891","3LLD122 cell line","971","3LLD122","","","","CVCL_0242","","",""
"CHEMBL3307892","791T cell line","972","791T cell line","","","","CVCL_D535","","",""
"CHEMBL3307893","A253 cell line","973","A253 cell line","","","","CVCL_1060","","CLO_0001570",""
"CHEMBL3307894","AA5","974","AA5","","","","","","CLO_0001629",""
"CHEMBL3307895","AA6","975","AA6","","","","","","",""
"CHEMBL3307897","ACH-2 cell line","978","ACH-2 cell line","","","","CVCL_0138","","",""
"CHEMBL3307898","ADDP cell line","979","ADDP cell line","","","","CVCL_D537","","",""
"CHEMBL3307899","ADJ/PC6 cell line","980","ADJ/PC6","","","","CVCL_1E22","","",""
"CHEMBL3307900","ADR5000 cell line","981","ADR5000 cell line","","","","CVCL_D544","","",""
"CHEMBL3307901","AMML cell line","984","AMML","","","","","","",""
"CHEMBL3307902","AR-42J cell line","985","AR-42J cell line","","","","CVCL_0143","","CLO_0001740",""
"CHEMBL3307903","ATH-8 cell line","987","ATH-8 cell line","","","","CVCL_5206","","",""
"CHEMBL3307904","AZ-521 cell line","988","AZ-521 cell line","","","","CVCL_2862","","","EFO_0002814"
"CHEMBL3307905","B103 cell line","989","B103 cell line","","","","CVCL_D538","","",""
"CHEMBL3307906","B-95-8 cell line","990","B-95-8 cell line","","","","CVCL_1953","","CLO_0001838",""
"CHEMBL3307907","BC1 cell line","991","BC1 cell line","","","","CVCL_1079","","CLO_0001887","EFO_0002044"
"CHEMBL3307908","BEL-7404 tumor cell line","993","BEL-7404 tumor cell line","","","","CVCL_6568","","",""
"CHEMBL3307911","STSA-1 cell line","996","STSA-1 cell line","","","","CVCL_D274","","",""
"CHEMBL3307912","SNU-","997","SNU-","","","","","","",""
"CHEMBL3308443","T cell line","998","T cell line","","","","","","",""
"CHEMBL3307913","T/5 cell line","999","T/5","","","","","","",""
"CHEMBL3307914","T-21 (LR) cell line","1000","T-21 (LR)","","","","","","",""
"CHEMBL3307915","T-21 cell line","1001","T-21","","","","","","",""
"CHEMBL3308444","Tumor cell lines","1002","Tumor cell lines","","","","","","",""
"CHEMBL3307916","Wild type T- cell line","1003","Wild type T- cell line","","","","","","",""
"CHEMBL3307917","X63/OMIL3 cell line","1004","X63/OMIL3 cell line","","","","CVCL_M352","","",""
"CHEMBL3307918","HSF (VGS) cell line","1006","HSF (VGS)","","","","","","",""
"CHEMBL3307919","BxT cell line","1010","BxT","","","","","","",""
"CHEMBL3307920","C2D cell line","1011","C2D cell line","","","","CVCL_H596","","",""
"CHEMBL3307921","C-344 cell line","1013","C-344 cell line","","","","CVCL_G700","","",""
"CHEMBL3307922","CA-755-mammary adenocarcinoma cell line","1014","CA-755","","","Mammary adenocarcinoma","","","",""
"CHEMBL3307923","cancer cell lines","1015","cancer cell lines","","","","","","",""
"CHEMBL3307924","cancer cell lines (55)","1016","cancer cell lines (55)","","","","","","",""
"CHEMBL3307925","CaNT cell line","1017","CaNT","","","","","","",""
"CHEMBL3307926","CaOs-1 cell line","1018","CaOs-1 cell line","","","","CVCL_H746","","",""
"CHEMBL3307927","Caov-3 cell line","1019","Caov-3 cell line","","","","CVCL_0201","","CLO_0002195","EFO_0002148"
"CHEMBL3307928","carcinoma cell line","1020","carcinoma cell line","","","","","","",""
"CHEMBL3307929","CC-B cervical cell line","1021","CC-B","","","","","","",""
"CHEMBL3307930","CHRC5 cell line","1023","CHRC5 cell line","","","","CVCL_D266","","",""
"CHEMBL3307931","CI80-13S cell line","1024","CI80-13S cell line","","","","CVCL_D285","","",""
"CHEMBL3308446","Co-3 tumor cell line","1025","Co-3","","","","","","",""
"CHEMBL3307932","COLO1","1026","COLO1","","","","","","",""
"CHEMBL3307934","CPT30 cell line","1030","CPT30 cell line","","","","CVCL_M595","","",""
"CHEMBL3307935","CXF1103 cell line","1031","CXF1103","","","","","","",""
"CHEMBL3307936","CXF158 cell line","1032","CXF158","","","","","","",""
"CHEMBL3307937","CXF280 cell line","1033","CXF280","","","","","","",""
"CHEMBL3307938","D283 Med cell line","1036","D283 Med","","","","CVCL_1155","","CLO_0002673","EFO_0002156"
"CHEMBL3308447","D34 cell line","1037","D34","","","","","","",""
"CHEMBL3308450","D341 cell line","1038","D341 cell line","","","","CVCL_0018","","CLO_0002677","EFO_0002157"
"CHEMBL3307939","D-38 cell line","1040","D-38","","","","","","",""
"CHEMBL3307940","DA-3 cell line","1041","DA-3 cell line","","","","CVCL_5419","","",""
"CHEMBL3308451","DLKP cell line","1042","DLKP cell line","","","","CVCL_H737","","",""
"CHEMBL3307941","DOD-1 breast cell line","1043","DOD-1","","","","","","",""
"CHEMBL3307942","J774.2","1044","J774.2","","","","CVCL_0357","","CLO_0007004",""
"CHEMBL3308448","ER22 cell line","1047","ER22","","","","CVCL_0H89","","",""
"CHEMBL3308558","ESM cell line","1049","ESM","","","","","","",""
"CHEMBL3308586","F460pv8/eto cell line","1050","F460pv8/eto","","","","","","",""
"CHEMBL3308587","Faza 967 cell clone2/T1 cell line","1051","Faza 967 cell clone 2/T1","","","","","","",""
"CHEMBL3308588","Faza 967clone2 cell line","1052","Faza 967 clone 2","","","","CVCL_S739","","",""
"CHEMBL3308589","Fibroblast MRHFcell line","1053","Fibroblast MRHFcell line","","","","CVCL_H691","","",""
"CHEMBL3308559","fLS cell line","1055","fLS","","","","","","",""
"CHEMBL3308590","Friend leukemia cell line","1056","Friend leukemia cell line","","","","","","",""
"CHEMBL3308591","GC3/M cell line","1057","GC3/M","","","","CVCL_1B32","","",""
"CHEMBL3308592","GC3M(-) cell line","1058","GC3M(-)","","","","","","",""
"CHEMBL3308560","GHOST CCR5 cell line","1059","GHOST CCR5","","","","CVCL_S491","","",""
"CHEMBL3308593","Glioblastoma cell line","1060","Glioblastoma cell line","","","","","","",""
"CHEMBL3308594","GLIOMA#108 cell line","1061","GLIOMA#108","","","","","","",""
"CHEMBL3308595","GM892A cell line","1062","GM892A cell line","","","","CVCL_H136","","",""
"CHEMBL3308596","MRI-H-207","1063","MRI-H-207","","","","","","",""
"CHEMBL3308597","AC755 breast carcinoma cell line","1064","AC755","","","","","","",""
"CHEMBL3308598","AH125 cell lines","1065","AH125 cell lines","","","","CVCL_D263","","",""
"CHEMBL3308599","Human tumor cancer cell line","1068","Tumor cancer cell line","Homo sapiens","9606","","","","",""
"CHEMBL3308600","Lu-99 cell line","1069","Lu-99 cell line","","","","CVCL_3015","","",""
"CHEMBL3308601","Lymphocytic cell line","1070","Lymphocytic cell line","","","","","","",""
"CHEMBL3308602","MAR BEL fibroblasts cell line","1071","MAR BEL fibroblasts cell line","","","","CVCL_G291","","",""
"CHEMBL3308603","FHC cell line","1072","FHC","","","","CVCL_3688","","CLO_0003236",""
"CHEMBL3308604","BG-3 cell line","1073","BG-3","","","","","","",""
"CHEMBL3308605","C13* cell line","1074","C13*","","","","","","",""
"CHEMBL3308606","COLO","1075","COLO","","","","","","",""
"CHEMBL3308607","HCT cell lines","1076","HCT cell line","","","","","","",""
"CHEMBL3308608","HES","1077","HES","","","","","","",""
"CHEMBL3308609","HNBM cell line","1078","HNBM","","","","","","",""
"CHEMBL3308610","HT-137 cell line","1079","HT-137","","","","","","",""
"CHEMBL3308611","BRO melanoma cell line","1080","BRO melanoma cell line","","","","CVCL_7036","","",""
"CHEMBL3308477","ECa-109 cell line","1081","ECa-109 cell line","","","","CVCL_6898","","",""
"CHEMBL3308612","H2987 cell line","1082","H2987 cell line","","","","CVCL_D347","","",""
"CHEMBL3308613","whole cell line panel","1083","Whole cell line panel","","","","","","",""
"CHEMBL3308561","MCF-T","1084","MCF-T","","","","","","",""
"CHEMBL3308614","A2 cell line","1085","A2","","","","","","CLO_0001562",""
"CHEMBL3308615","KK-47 cell line","1086","KK-47 cell line","","","","CVCL_8253","","",""
"CHEMBL3308562","cancer cell lines.","1087","Cancer cell line","","","","","","",""
"CHEMBL3308616","human MLM melanoma cell line","1088","MLM","","","","","","",""
"CHEMBL3308617","Human T-cell line","1089","Human T-cell line","","","","","","",""
"CHEMBL3308618","HX62 cell line","1090","HX62 cell line","Homo sapiens","9606","Ovary","CVCL_4995","","",""
"CHEMBL3308619","K177cell line","1091","K177cell line","","","","","","",""
"CHEMBL3308620","Keratinocyte cell line","1092","Keratinocyte cell line","","","","","","",""
"CHEMBL3308621","Human lung LXF 629L tumor cell line","1093","Human lung LXF 629L tumor cell line","","","","CVCL_D189","","",""
"CHEMBL3308563","LFCl2A cell line","1094","LFCl2A","","","","CVCL_2103","","",""
"CHEMBL3308623","Lu-65 cell line","1096","Lu-65","Homo sapiens","9606","","CVCL_1392","","",""
"CHEMBL3308624","LX-830 cell line","1097","LX-830 cell line","","","","CVCL_7882","","",""
"CHEMBL3308625","Epidermoid carcinoma cell line","1098","Epidermoid carcinoma cell line","","","","","","",""
"CHEMBL3308626","AG06848 cell line","1100","AG06848 cell line","","","","CVCL_D534","","",""
"CHEMBL3308564","tumour cell lines","1101","Tumour cell line","","","","","","",""
"CHEMBL3308627","BL13/0 cell line","1102","BL13/0","","","","","","",""
"CHEMBL3308628","C170 cell line","1103","C170","","","","CVCL_S959","","",""
"CHEMBL3308629","CFU-C cell line","1105","CFU-C","","","","","","",""
"CHEMBL3308631","Mo","1107","Mo","Homo sapiens","9606","","CVCL_1439","","CLO_0007815",""
"CHEMBL3308565","Mononuclear cell line","1108","Mononuclear cell line","","","","","","",""
"CHEMBL3308632","Mouse B cell line","1109","B-cell line","Mus musculus","10090","","","","",""
"CHEMBL3308387","F2002 cell line","1111","F2002 cell line","","","","CVCL_F661","","CLO_0003366",""
"CHEMBL3308634","GC3/Cl cell line","1112","GC3/Cl","","","","CVCL_1B34","","",""
"CHEMBL3308635","HSV-2 cell line","1114","HSV-2","","","","","","",""
"CHEMBL3308636","MEL-AC cell line","1115","MEL-AC cell line","","","","CVCL_D549","","",""
"CHEMBL3308637","NCI-H292","1116","NCI-H292","","","","CVCL_0455","","CLO_0008080",""
"CHEMBL3308638","Human coronary artery smooth muscle cell line","1117","Coronary artery smooth muscle cell line","Homo sapiens","9606","","","","",""
"CHEMBL3308639","3Y1 cell line","1118","3Y1 cell line","","","","CVCL_4563","","",""
"CHEMBL3308566","7800C1 cell line","1119","7800C1 cell line","","","","CVCL_3870","","",""
"CHEMBL3308640","Mouse mammary carcinoma cell line","1122","Mammary carcinoma cell line","Mus musculus","10090","","","","",""
"CHEMBL3308641","murine cell line","1123","Murine cell line","Mus musculus","10090","","","","",""
"CHEMBL3308642","murine stromal cell line","1124","Murine stromal cell line","Mus musculus","10090","","","","",""
"CHEMBL3308643","Murine T-cell line","1125","Murine T-cell line","Mus musculus","10090","","","","",""
"CHEMBL3308644","murine-murine hybridoma (mark 3) cell line","1126","Murine-murine hybridoma (mark 3)","Mus musculus","10090","","","","",""
"CHEMBL3308567","CFU-GM cell line","1128","CFU-GM","","","","","","",""
"CHEMBL3308646","NCI-H928","1129","NCI-H928","","","","","","",""
"CHEMBL3308647","HB4a","1130","HB4a","","","","CVCL_J982","","",""
"CHEMBL3308648","Human breast cancer cell lines","1131","Human breast cancer cell lines","","","","","","",""
"CHEMBL3308649","Human colon carcinoma cell line","1132","Human colon carcinoma cell line","","","","","","",""
"CHEMBL3308568","Human lung cancer cell line","1133","Lung cancer cell line","Homo sapiens","9606","","","","",""
"CHEMBL3308650","M-5 ovarian carcinoma cell line","1135","M-5","","","Ovarian carcinoma","","","",""
"CHEMBL3308651","Melanomic tumorcell line","1136","Melanomic tumor cell line","","","","","","",""
"CHEMBL3308652","Human MFH-ST cell line","1137","MFH-ST","Homo sapiens","9606","","","","",""
"CHEMBL3308653","B(EBV+) cell line","1138","B(EBV+)","","","","","","",""
"CHEMBL3308654","BE-WT cell lines","1139","BE-WT","","","","","","",""
"CHEMBL3308655","CML/BC cell line","1140","CML/BC","","","","","","",""
"CHEMBL3308656","H2981 cell line","1141","H2981 cell line","","","","CVCL_D346","","",""
"CHEMBL3308657","HA22T cell line","1142","HA22T cell line","","","","CVCL_7046","","",""
"CHEMBL3308658","HNO 97 cell lines","1143","HNO 97 cell lines","","","","CVCL_D227","","",""
"CHEMBL3308569","HCEC cell line","1145","HCEC","","","","","","",""
"CHEMBL3308659","HCLO cell line","1146","HCLO cell line","","","","CVCL_M353","","",""
"CHEMBL3308661","HCT-29","1148","HCT-29","","","","","","",""
"CHEMBL3308662","HEC-1B cell line","1149","HEC-1B cell line","","","","CVCL_0294","","CLO_0003675","EFO_0002192"
"CHEMBL3308663","HEL 299","1150","HEL 299","","","","CVCL_2480","","CLO_0003681",""
"CHEMBL3308664","Hepatoblastoma cell line","1151","Hepatoblastoma cell line","","","","","","",""
"CHEMBL3308570","Hepatoma cell line","1152","Hepatoma cell line","","","","","","",""
"CHEMBL3308665","HK cell line","1153","HK","","","","","","",""
"CHEMBL3308385","HMCB cell line","1154","HMCB cell line","","","","CVCL_3317","","CLO_0003785","EFO_0002195"
"CHEMBL3308666","HMV-1 cell line","1155","HMV-1 cell line","","","","CVCL_8233","","",""
"CHEMBL3308667","HMV-2 cell line","1156","HMV-2 cell line","","","","CVCL_1282","","CLO_0003786",""
"CHEMBL3308668","HN006 cell line","1157","HN006 cell line","","","","CVCL_H947","","",""
"CHEMBL3308669","HOC-21 cell line","1158","HOC-21 cell line","","","","CVCL_8692","","",""
"CHEMBL3308670","HONE1 cell line","1159","HONE1 cell line","","","","CVCL_8706","","",""
"CHEMBL3308671","HOP-19","1161","HOP-19","","","","CVCL_H643","","",""
"CHEMBL3308672","HRT-18 cell line","1163","HRT-18 cell line","","","","CVCL_2514","","CLO_0003836",""
"CHEMBL3308571","human cell lines","1167","Cell line","Homo sapiens","9606","","","","",""
"CHEMBL3308673","Human colon adenocarcinoma cell line","1168","Colon adenocarcinoma cell line","Homo sapiens","9606","","","","",""
"CHEMBL3308674","Human colon cell line","1169","Colon cell line","Homo sapiens","9606","","","","",""
"CHEMBL3308675","PD-145 cell line","1171","PD-145","","","","","","",""
"CHEMBL3308676","PE cell line","1172","PE","","","","CVCL_1D86","","",""
"CHEMBL3308677","PG-49 cell line","1173","PG-49 cell line","","","","CVCL_D539","","",""
"CHEMBL3308572","PRK cell line","1174","PRK","","","","","","",""
"CHEMBL3308678","Prostate tumor cell line","1175","Prostate tumor cell line","","","","","","",""
"CHEMBL3308679","PTP cell line","1176","PTP","","","","","","",""
"CHEMBL3308680","R5 cell line","1177","R5","","","","","","",""
"CHEMBL3308573","REF cell line","1178","REF","","","","","","",""
"CHEMBL3308681","Renal cancer tumor cell line","1179","Renal cancer tumor cell line","","","","","","",""
"CHEMBL3308682","RPMI cell line","1180","RPMI","","","","","","",""
"CHEMBL3308574","SNB-","1183","SNB-","","","","","","",""
"CHEMBL3308685","Squamous carcinoma cell line","1184","Squamous carcinoma cell line","","","","","","",""
"CHEMBL3308686","C13 cell line","1186","C13","","","","","","",""
"CHEMBL3308687","C653 cell line","1187","C653","","","","","","",""
"CHEMBL3308688","NCI","1188","NCI","","","","","","",""
"CHEMBL3308690","SP-295","1190","SP-295","","","","CVCL_1690","","",""
"CHEMBL3308691","NCI-H647","1191","NCI-H647","","","","CVCL_1574","","CLO_0008100",""
"CHEMBL3308692","NIH-H cell line","1192","NIH-H","","","","","","",""
"CHEMBL3308693","NIH-K cell line","1193","NIH-K","","","","","","",""
"CHEMBL3308576","non-small cell lung cancer cell line","1194","Non-small cell lung cancer cell line","","","","","","",""
"CHEMBL3308694","Ovarian cancer cell line.","1195","Ovarian cancer cell line","","","","","","",""
"CHEMBL3308695","Ovarian carcinoma cell lines","1196","Ovarian carcinoma cell line","","","","","","",""
"CHEMBL3308696","OVXF1023 cell line","1197","OVXF1023 cell line","","","","CVCL_D166","","",""
"CHEMBL3308698","GTL 16 cell line","1199","GTL 16 cell line","","","","CVCL_7668","","",""
"CHEMBL3308699","C3H mammary carcinoma cell line","1200","C3H","","","Mammary adenocarcinoma","","","",""
"CHEMBL3308700","CAL-85-1","1201","CAL-85-1","Homo sapiens","9606","","CVCL_1114","LCL-1465","CLO_0002190","EFO_0005359"
"CHEMBL3308701","HUH-6-clone5","1202","HUH-6-clone5","Homo sapiens","9606","","CVCL_1296","","",""
"CHEMBL3308386","NCI-H2347","1203","NCI-H2347","Homo sapiens","9606","","CVCL_1550","LCL-1620","CLO_0008074","EFO_0002287"
"CHEMBL3308361","SW837","1204","SW837","Homo sapiens","9606","","CVCL_1729","LCL-1292","CLO_0009224","EFO_0002372"
"CHEMBL3308702","23132-87","1205","23132-87","Homo sapiens","9606","","CVCL_1046","","CLO_0001202",""
"CHEMBL3308703","639-V","1206","639-V","Homo sapiens","9606","","CVCL_1048","LCL-1943","CLO_0001448","EFO_0002097"
"CHEMBL3308704","647-V","1207","647-V","Homo sapiens","9606","","CVCL_1049","LCL-1708","CLO_0001450","EFO_0002098"
"CHEMBL3308705","769-P","1208","769-P","Homo sapiens","9606","","CVCL_1050","LCL-1772","CLO_0001485","EFO_0002099"
"CHEMBL3308706","8305C","1209","8305C","Homo sapiens","9606","","CVCL_1053","LCL-1685","CLO_0001510",""
"CHEMBL3308707","ABC-1","1212","ABC-1","Homo sapiens","9606","","CVCL_1066","LCL-1634","CLO_0001641","EFO_0002813"
"CHEMBL3308708","AN3-CA","1213","AN3-CA","Homo sapiens","9606","","CVCL_0028","","CLO_0001722","EFO_0002110"
"CHEMBL3308356","BCPAP","1214","BCPAP","Homo sapiens","9606","","CVCL_0153","LCL-1687","CLO_0001906",""
"CHEMBL3308709","BEN","1215","BEN","Homo sapiens","9606","","CVCL_1082","LCL-1602","CLO_0001926",""
"CHEMBL3308710","BFTC-909","1216","BFTC-909","Homo sapiens","9606","","CVCL_1084","LCL-1921","CLO_0001949",""
"CHEMBL3308711","BHY","1217","BHY","Homo sapiens","9606","","CVCL_1086","LCL-1208","CLO_0001975",""
"CHEMBL3308712","C-4-II","1218","C-4-II","Homo sapiens","9606","","CVCL_1095","","CLO_0002126","EFO_0002123"
"CHEMBL3308713","C32","1219","C32","Homo sapiens","9606","","CVCL_1097","LCL-1238","CLO_0002113",""
"CHEMBL3308377","C3A","1220","C3A","Homo sapiens","9606","","CVCL_1098","LCL-1927","CLO_0002119","EFO_0002121"
"CHEMBL3308714","Ca9-22","1221","Ca9-22","Homo sapiens","9606","","CVCL_1102","LCL-2033","",""
"CHEMBL3308577","CAL-120","1222","CAL-120","Homo sapiens","9606","","CVCL_1104","LCL-1463","CLO_0002179","EFO_0005356"
"CHEMBL3308715","CAL-33","1223","CAL-33","Homo sapiens","9606","","CVCL_1108","LCL-1216","CLO_0002183",""
"CHEMBL3308716","CAL-39","1224","CAL-39","Homo sapiens","9606","","CVCL_1109","LCL-1294","CLO_0002184",""
"CHEMBL3308717","CAL-51","1225","CAL-51","Homo sapiens","9606","","CVCL_1110","LCL-1472","CLO_0002185","EFO_0005358"
"CHEMBL3308346","CAL-54","1226","CAL-54","Homo sapiens","9606","","CVCL_1111","LCL-1757","CLO_0002186","EFO_0002125"
"CHEMBL3308718","CAL-72","1227","CAL-72","Homo sapiens","9606","","CVCL_1113","LCL-1419","CLO_0002188",""
"CHEMBL3308719","CAMA-1","1228","CAMA-1","Homo sapiens","9606","","CVCL_1115","LCL-1466","CLO_0002194","EFO_0001100"
"CHEMBL3308720","Capan-2","1229","Capan-2","Homo sapiens","9606","","CVCL_0026","LCL-1733","CLO_0002198","EFO_0002154"
"CHEMBL3308489","ChaGo-K-1","1231","ChaGo-K-1","Homo sapiens","9606","","CVCL_1121","LCL-1579","CLO_0002413","EFO_0002155"
"CHEMBL3308722","CHL-1","1232","CHL-1","Homo sapiens","9606","","CVCL_1122","","CLO_0002420","EFO_0002132"
"CHEMBL3308349","COLO-678","1233","COLO-678","Homo sapiens","9606","","CVCL_1129","LCL-1160","CLO_0002572",""
"CHEMBL3308723","COLO-679","1234","COLO-679","Homo sapiens","9606","","CVCL_1130","LCL-1232","CLO_0002551",""
"CHEMBL3308724","COLO-680N","1235","COLO-680N","Homo sapiens","9606","","CVCL_1131","LCL-1551","CLO_0002573",""
"CHEMBL3308725","COLO-824","1236","COLO-824","Homo sapiens","9606","","CVCL_1136","LCL-1477","CLO_0002577",""
"CHEMBL3308350","COR-L105","1237","COR-L105","Homo sapiens","9606","","CVCL_1138","LCL-1635","CLO_0002584","EFO_0002141"
"CHEMBL3308486","Detroit562","1238","Detroit562","Homo sapiens","9606","","CVCL_1171","LCL-1226","CLO_0002752","EFO_0002170"
"CHEMBL3308726","DMS-53","1239","DMS-53","Homo sapiens","9606","","CVCL_1177","","CLO_0002799","EFO_0002165"
"CHEMBL3308727","DOK","1240","DOK","Homo sapiens","9606","","CVCL_1180","","CLO_0002806",""
"CHEMBL3308728","DoTc2-4510","1241","DoTc2-4510","Homo sapiens","9606","","CVCL_1181","","CLO_0002808",""
"CHEMBL3308729","DV-90","1242","DV-90","Homo sapiens","9606","","CVCL_1184","LCL-1636","CLO_0002847",""
